fips,population,area,density
37117,23454,461.22,53.1
37119,1012539,523.84,1755.5
37121,15311,221.43,70.4
37123,27395,491.76,56.5
37125,93077,697.84,126.5
37127,94357,540.41,177.3
37129,216298,191.53,1058.1
37131,20463,536.59,41.2
37133,187589,762.74,233.1
37135,140420,397.96,336.2
37137,12948,336.54,39.1
37139,39787,226.88,179.2
37141,56250,869.8,60
37143,13466,247.09,54.4
37145,39132,392.32,100.6
37147,175354,651.98,257.9
37149,20357,237.79,86.3
37151,142778,782.52,181.1
37153,45733,473.82,98.4
37155,134760,949.22,141.3
37157,91696,565.55,165.6
37159,138630,511.37,270.7
37161,66600,564.15,120.2
37163,64050,944.74,67.1
37165,35576,318.85,113.4
37167,60600,395.09,153.3
37169,46419,448.86,105.6
37171,72968,532.17,138.4
37173,14274,528,26.5
37175,33045,378.53,87.4
37177,4115,389.04,11.3
37179,218568,631.52,318.7
37181,44614,253.52,179.2
37183,998691,835.22,1078.8
37185,20231,428.46,48.9
37187,12570,348.14,38
37189,52560,312.56,163.4
37191,124456,553.09,221.7
37193,68838,754.28,91.9
37195,81401,368.17,220.6
37197,37792,334.83,114.7
37199,17614,312.6,57
38000,739482,69000.8,9.7
38001,2384,987.62,2.4
38003,11144,1491.55,7.4
38005,6833,1388.71,4.8
38007,901,1148.85,0.7
38009,6650,1668.42,3.9
38011,3247,1161.81,2.7
38013,2245,1103.57,1.8
38015,90503,1632.65,49.8
38017,167005,1764.94,84.9
38019,3855,1488.75,2.7
38021,5150,1131.47,4.7
38023,2432,1260.79,1.6
38025,4399,2008.46,1.8
38027,2377,630.17,3.8
38029,3422,1510.44,2.4
38031,3362,635.45,5.3
38033,1825,1000.79,1.7
38035,70138,1436.38,46.5
38037,2361,1659.14,1.4
38039,2319,708.82,3.4
38041,2660,1132.22,2.2
38043,2424,1351.19,1.8
38045,4149,1145.94,3.6
38047,1944,992.82,2
38049,5988,1873.95,2.9
38051,2801,974.73,2.9
38053,10996,2760.32,2.3
38055,9578,2110.88,4.2
38057,8746,1042.96,8.1
38059,29822,1926.27,14.3
38061,9782,1825.3,4.2
38063,3045,981.78,3.2
38065,1850,722.51,2.6
38067,7128,1118.69,6.6
38069,4404,1018.6,4.3
38071,11564,1186.85,9.6
38073,5446,862.36,6.3
38075,2587,877.05,2.8
38077,16432,1435.78,11.4
38079,14616,903.08,15.4
38081,3931,858.51,4.5
38083,1326,972.38,1.4
38085,4422,1094.09,3.8
38087,765,1214.92,0.6
38089,30372,1334.74,18.1
38091,1955,712.22,2.8
38093,21129,2221.72,9.5
38095,2310,1024.56,2.2
38097,8082,861.95,9.4
38099,10970,1281.93,8.7
38101,69384,2013.28,30.6
38103,4192,1271.05,3.3
38105,32130,2077.4,10.8
39000,11594163,40860.69,282.3
39001,28129,583.87,48.9
39003,105040,402.5,264.2
39005,53035,422.95,125.6
39007,99175,701.93,144.6
39009,64713,503.6,128.6
39011,45841,401.39,114.5
39013,69461,532.13,132.3
39015,44116,490.02,91.5
39017,374158,467.06,788.2
39019,28187,394.61,73.1
39021,39128,428.67,93.5
39023,136554,397.47,348
39025,201560,452.1,436.5
39027,41835,408.68,102.9
39029,105686,531.89,202.7
39031,36516,563.91,65.4
39033,42480,401.79,109
39035,1259828,457.19,2800
39037,52196,598.1,88.5
39039,38510,411.46,94.9
39041,189113,443.1,393.2
39043,75828,251.56,306.4
39045,150381,504.41,289.8
39047,28800,406.36,71.4
39049,1231393,532.19,2186.1
39051,42580,405.44,105.3
39053,30397,466.53,66.3
39055,94295,400.16,233.4
39057,163820,413.73,390.5
39059,39590,522.25,76.8
39061,806631,405.91,1976.7
39063,75337,531.36,140.7
39065,31796,470.41,68.1
39067,15543,402.34,39.4
39069,27937,416.01,67.8
39071,43045,553.08,78.8
39073,28725,421.32,69.7
39075,43898,422.53,100.3
39077,58714,491.5,121.3
39079,32748,420.3,79
39081,67694,408.33,170.7
39083,61167,525.49,115.9
39085,229230,227.49,1011.2
39087,61623,453.37,137.7
39089,169390,682.5,243.9
39091,45507,458.43,100
39093,304216,491.1,613.6
39095,435286,340.86,1296.2
39097,43918,465.88,93.2
39099,233204,411.62,580.2
39101,65720,403.76,164.7
39103,176029,421.36,409
39105,23331,430.1,55.3
39107,40831,462.45,88.3
39109,103900,406.58,252.1
39111,14465,455.72,32.1
39113,533116,461.55,1159.5
39115,14843,416.42,36.2
39117,35152,406.08,85.8
39119,85818,664.58,129.5
39121,14363,398.01,36.8
39123,41154,254.92,162.5
39125,18989,416.44,47.1
39127,35812,407.97,88.4
39129,56876,501.32,111.1
39131,28256,440.28,65.2
39133,161882,487.38,331.2
39135,41586,424.12,99.7
39137,34171,482.52,71.5
39139,121942,495.27,251.3
39141,77159,689.19,113.3
39143,60179,408.45,149.2
39145,77258,610.21,130.3
39147,55669,551.02,103
39149,48951,407.68,121.2
39151,375736,575.27,652.9
39153,541943,412.75,1312.6
39155,205175,618.3,340.1
39157,92788,567.64,163.1
39159,53776,431.73,121.1
39161,28462,409.16,70.3
39163,13234,412.36,32.6
39165,221659,401.31,530
39167,61213,631.97,97.8
39169,115537,554.93,206.4
39171,37291,420.97,89.4
39173,129590,617.21,203.3
39175,22353,406.87,55.6
40000,3878051,68594.92,54.7
40001,22186,573.48,39.6
40003,5790,866.46,6.5
40005,13796,975.52,14.5
40007,5486,1814.67,3.1
40009,23691,901.81,24.5
40011,9917,928.42,12.9
40013,44486,904.47,46.9
40015,29317,1278.29,23.2
40017,129582,896.63,128.9
40019,48821,822.18,57.8
40021,48341,749.41,62.7
40023,15161,770.36,19.7
40025,2294,1834.74,1.3
40027,269908,538.77,474.7
40029,5807,516.68,11.5
40031,125033,1069.29,116.1
40033,6150,632.65,9.8
40035,14582,761.35,19.7
40037,70632,950.14,73.6
40039,29500,988.82,27.8
40041,41446,738.18,56.2
40043,4914,999.48,4.8
40045,4150,1231.52,3.4
40047,63091,1058.47,57.2
40049,27561,802.12,34.4
40051,53854,1100.5,47.6
40053,4501,1000.87,4.5
40055,6151,639.32,9.8
40057,2798,537.19,5.4
40059,3812,1039.02,3.5
40061,12896,576.52,22.1
40063,13806,804.65,17.4
40065,25998,802.65,32.9
40067,6292,758.83,8.5
40069,11103,642.94,17
40071,45478,919.73,50.6
40073,15532,898.16,16.7
40075,9336,1015.23,9.3
40077,10693,722.08,15.4
40079,49761,1589.21,31.7
40081,34619,952.31,36
40083,45276,743.83,56.3
40085,9773,514,18.3
40087,37313,570.7,60.5
40089,33050,1850.01,17.9
40091,20088,618.5,32.7
40093,7750,954.99,7.9
40095,16182,371.08,42.7
40097,40816,655.39,63
40099,13803,416.46,32.4
40101,69966,810.45,87.6
40103,11494,731.9,15.8
40105,10524,565.78,18.6
40107,12186,618.57,19.7
40109,766215,708.82,1013.8
40111,39095,697.35,57.5
40113,47981,2246.36,21.1
40115,32105,470.82,67.6
40117,16401,567.96,29.2
40119,80264,684.7,113
40121,44626,1305.46,35.1
40123,38005,720.44,52
40125,71811,787.67,88.2
40127,11125,1395.84,8.3
40129,3761,1141.14,3.2
40131,89815,675.63,128.6
40133,25421,632.84,40.3
40135,41358,673.27,63
40137,44493,870.24,51.8
40139,21853,2041.26,10.1
40141,7628,871.13,9.2
40143,629598,570.25,1058.1
40145,75702,561.56,130.1
40147,51937,415.45,122.7
40149,11547,1003.17,11.6
40151,9288,1286.45,6.9
40153,21529,1242.4,16.2
41000,3970239,95988.01,39.9
41001,16059,3068.36,5.3
41003,86316,675.94,126.6
41005,394972,1870.32,201
41007,37474,829.05,44.7
41009,49459,657.36,75.1
41011,62475,1596.17,39.5
41013,20998,2979.09,7
41015,22335,1627.46,13.7
41017,170388,3018.19,52.3
41019,106972,5036.08,21.4
41021,1932,1204.81,1.6
41023,7180,4528.54,1.6
41025,7126,10133.17,0.7
41027,22885,521.95,42.8
41029,210287,2783.55,73
41031,22192,1780.79,12.2
41033,83599,1639.67,50.4
41035,65455,5941.05,11.2
41037,7838,8138.98,1
41039,358337,4553.12,77.2
41041,46406,979.77,47
41043,119356,2290.13,50.9
41045,30359,9887.53,3.2
41047,326110,1182.33,266.7
41049,11187,2031.61,5.5
41051,776712,431.3,1704.9
41053,77916,740.79,101.8
41055,1710,823.69,2.1
41057,25342,1102.58,22.9
41059,76705,3215.51,23.6
41061,25691,2036.61,12.6
41063,6820,3146.19,2.2
41065,25515,2381.52,10.6
41067,562998,724.23,731.4
41069,1375,1714.75,0.8
41071,101758,715.86,138.6
42000,12787209,44742.7,283.9
42001,101714,518.67,195.5
42003,1231255,730.08,1675.6
42005,67785,653.2,105.5
42007,169392,434.71,392.3
42009,48946,1012.3,49.2
42011,413691,856.51,480.4
42013,125955,525.8,241.7
42015,61784,1147.4,54.6
42017,626685,604.31,1034.7
42019,185943,788.6,233.1
42021,137732,688.35,208.7
42023,4805,396.23,12.8
42025,64441,381.46,171.1
42027,158742,1109.92,138.7
42029,512784,750.51,664.7
42031,38821,600.83,66.6
42033,81191,1144.72,71.3
42035,39745,887.98,44.2
42037,67122,483.11,139.3
42039,87175,1012.3,87.7
42041,243762,545.46,431.6
42043,271453,525.05,510.6
42045,562960,183.84,3040.5
42047,31194,827.36,38.6
42049,278443,799.15,351.1
42051,134086,790.34,172.8
42053,7518,427.19,18.1
42055,152892,772.22,193.7
42057,14632,437.55,33.9
42059,37843,575.95,67.2
42061,45750,874.64,52.5
42063,87706,827.03,107.5
42065,44638,652.43,69.3
42067,24796,391.35,63
42069,212719,459.08,467.1
42071,533320,943.81,550.4
42073,88771,358.18,254.4
42075,136359,361.83,369.1
42077,357823,345.17,1012.5
42079,318829,890.33,360.4
42081,116508,1228.59,94.5
42083,42554,979.2,44.4
42085,114884,672.58,173.4
42087,46552,411.03,113.6
42089,166314,608.29,279.2
42091,816857,483.04,1655.9
42093,18641,130.24,140.3
42095,300654,369.67,805.4
42097,93944,458.37,206.2
42099,45634,551.45,83.4
42101,1560297,134.1,11379.5
42103,56191,544.96,105.3
42105,17206,1081.32,16.1
42107,145797,778.63,190.4
42109,40323,328.71,120.8
42111,76218,1074.37,72.4
42113,6339,449.94,14.3
42115,41920,823.44,52.7
42117,42274,1133.79,37
42119,44874,315.98,142.2
42121,53529,674.28,81.5
42123,40703,884.14,47.3
42125,208187,856.99,242.5
42127,51401,725.6,72.8
42129,359320,1027.55,355.4
42131,28131,397.32,71.2
42133,440755,904.18,481.1
44000,1055173,1033.81,1018.1
44001,49060,24.16,2064
44003,165128,168.53,985.9
44005,82358,102.39,809.6
44007,631974,409.5,1530.3
44009,126653,329.24,385.7
45000,4832482,30060.7,153.9
45001,24965,490.48,51.8
45003,164753,1071.03,149.5
45005,9695,408.09,25.5
45007,192810,715.43,261.6
45009,15182,393.37,40.6
45011,21959,548.39,41.2
45013,175852,576.28,281.5
45015,198205,1098.86,161.8
45017,14878,381.15,39.8
45019,381015,916.09,382.3
45021,56024,392.66,140.9
45023,32337,580.66,57.1
45025,46125,799.08,58.5
45027,34113,606.94,57.6
45029,37771,1056.49,36.8
45031,67799,561.15,122.4
45033,31127,404.87,79.2
45035,148469,573.23,238.2
45037,26553,500.41,53.9
45039,22976,686.28,34.9
45041,139231,799.96,171.1
45043,60773,813.55,73.9
45045,482752,785.12,574.7
45047,69520,454.73,153.2
45049,20405,559.9,37.7
45051,298832,1133.9,237.5
45053,27170,655.32,37.8
45055,63161,726.56,84.9
45057,83160,549.16,139.6
45059,66533,713.8,93.2
45061,18343,410.18,46.9
45063,277888,698.91,375.4
45065,9846,359.13,28.5
45067,31933,489.23,67.6
45069,27924,479.67,60.3
45071,37783,630.04,59.5
45073,75192,626.33,118.6
45075,90090,1106.1,83.6
45077,120368,496.41,240.2
45079,401566,757.07,507.9
45081,20026,452.78,43.9
45083,293542,807.93,351.9
45085,107919,665.07,161.6
45087,27876,514.17,56.3
45089,32695,934.16,36.8
45091,245346,680.6,332.2
46000,853175,75811,10.7
46003,2745,708.43,3.8
46005,18169,1258.71,13.8
46007,3430,1184.71,2.9
46009,7023,563.7,12.5
46011,33314,792.21,40.3
46013,38408,1712.98,21.3
46015,5309,817.24,6.4
46017,2077,471.38,4.1
46019,10298,2249.9,4.5
46021,1386,733.68,2
46023,9287,1097.49,8.3
46025,3645,957.6,3.9
46027,13932,412.19,33.6
46029,27938,688.5,39.5
46031,4182,2469.69,1.6
46033,8445,1557,5.3
46035,19885,435.56,44.8
46037,5588,1027.87,5.6
46039,4312,622.69,7
46041,5662,2302.49,2.3
46043,2973,431.8,7
46045,3983,1125.96,3.6
46047,6845,1739.92,4.1
46049,2357,981.75,2.4
46051,7241,681.46,10.8
46053,4217,1014.96,4.2
46055,1847,1810.53,1.1
46057,5989,507.23,11.6
46059,3345,1436.61,2.4
46061,3419,434.51,7.7
46063,1250,2671.38,0.5
46065,17642,741.56,23
46067,7200,812.9,9
46069,1396,860.52,1.7
46071,3274,1863.91,1.6
46073,2007,526.23,3.9
46075,975,969.68,1
46077,5075,832.24,6.2
46079,12368,563.28,19.9
46081,24657,800.04,30.1
46083,51548,577.28,77.7
46085,3877,1641.94,2.3
46087,5649,574.2,9.8
46089,2429,1136.64,2.2
46091,4683,838.07,5.6
46093,26951,3470.98,7.3
46095,2100,1307.31,1.6
46097,2316,570.31,4.2
46099,182882,807.15,210
46101,6367,519.39,12.5
46103,108242,2776.55,36.4
46105,3033,2870.48,1
46107,2340,861.14,2.7
46109,10374,1101.04,9.2
46111,2336,569.32,4.1
46113,14218,2093.9,6.5
46115,6598,1503.93,4.3
46117,2983,1444.43,2.1
46119,1438,1006.82,1.4
46121,9882,1388.56,6.9
46123,5512,1612.45,3.5
46125,8272,617.06,13.5
46127,15029,460.54,31.3
46129,5511,708.63,7.7
46135,22684,521.16,43.1
46137,2826,1961.27,1.4
47000,6549352,41234.9,153.9
47001,75528,337.16,222.8
47003,46627,473.64,95.1
47005,16145,394.14,41.8
47007,13931,406.43,31.7
47009,126339,558.71,220.2
47011,102975,328.76,301
47013,39918,480.19,84.8
47015,13757,265.64,52
47017,28370,599.25,47.6
47019,56886,341.2,168.3
47021,39764,302.44,129.3
47023,17379,285.74,60
47025,31592,434.58,74.1
47027,7765,236.54,33.2
47029,35374,434.57,82.1
47031,53623,428.96,123.1
47033,14668,265.54,54.9
47035,57985,681.03,82.3
47037,668347,504.03,1243.3
47039,11666,333.85,35.2
47041,19268,304.35,61.5
47043,50575,489.9,101.4
47045,37935,512.33,74.8
47047,39011,704.79,54.5
47049,17855,498.61,36
47051,41402,554.54,74
47053,49472,602.74,82.4
47055,28853,610.93,48.3
47057,22864,280.6,80.7
47059,68335,622.17,110.6
47061,13425,360.53,38
47063,63036,161.18,388
47065,351220,542.43,620.3
47067,6657,222.34,30.7
47069,25965,667.77,40.8
47071,25870,577.32,45.1
47073,56735,486.98,116.7
47075,18185,533.11,35.2
47077,28009,520.07,53.4
47079,32204,562.1,57.5
47081,24384,612.5,40.3
47083,8267,200.29,42.1
47085,18135,530.98,34.9
47087,11568,308.32,37.7
47089,52677,274.08,187.6
47091,17859,298.48,61.1
47093,448644,508.22,850.5
47095,7631,165.78,47.2
47097,27382,471.99,58.9
47099,42274,617.13,67.8
47101,11906,282.09,43.1
47103,33637,570.34,58.5
47105,50771,229.22,211.8
47107,52626,430.13,121.5
47109,26267,562.86,46.3
47111,23003,307.14,72.4
47113,98178,557.12,176.4
47115,28407,498.16,56.7
47117,31269,375.46,81.5
47119,85515,613.14,132
47121,11701,195.12,60.2
47123,45233,635.57,70
47125,189961,539.18,319.6
47127,6319,129.22,49.2
47129,21660,522.18,42.1
47131,30941,544.73,58.4
47133,22028,433.48,50.9
47135,7822,414.73,19.1
47137,5124,162.98,31.2
47139,16730,434.68,38.7
47141,74165,401.1,180.3
47143,32641,315.38,100.9
47145,52748,360.71,150.2
47147,68079,476.29,139.2
47149,288906,619.36,424
47151,21987,532.3,41.8
47153,14704,265.86,53.1
47155,95110,592.5,151.7
47157,938803,763.17,1215.5
47159,19009,314.29,61
47161,13279,459.33,29
47163,157047,413.36,379.4
47165,172706,529.45,303.4
47167,61623,458.37,133.3
47169,8002,114.19,68.9
47171,17963,186.17,98.4
47173,19113,223.55,85.5
47175,5633,273.42,20.3
47177,39969,432.68,92.1
47179,126242,326.47,376.7
47181,16913,734.1,23.2
47183,34373,580.36,60.3
47185,26301,376.67,68.6
47187,205226,582.6,314.4
47189,125376,570.83,199.7
48000,26956958,261231.71,96.3
48001,57627,1062.6,55
48003,17477,1500.71,9.9
48005,87750,797.78,108.8
48007,24972,252.07,91.9
48009,8811,903.11,10
48011,1955,909.11,2.1
48013,47774,1219.54,36.8
48015,29114,646.51,44
48017,6910,826.8,8.7
48019,20892,790.96,25.9
48021,78069,888.15,83.5
48023,3592,867.48,4.3
48025,32863,880.24,36.2
48027,329140,1051.02,295.2
48029,1855866,1239.82,1383.1
48031,10812,709.25,14.8
48033,652,897.44,0.7
48035,17780,982.98,18.5
48037,93275,885.01,104.6
48039,338124,1357.7,230.7
48041,209152,585.45,332.8
48043,9173,6183.73,1.5
48045,1536,900,1.8
48047,7194,943.36,7.7
48049,37653,944.43,40.3
48051,17253,659.03,26.1
48053,44943,994.26,43
48055,39810,545.26,69.8
48057,21797,506.84,42.2
48059,13513,899.37,15.1
48061,420392,890.92,456
48063,12621,195.83,63.3
48065,6013,920.22,6.7
48067,30261,936.96,32.5
48069,7781,894.43,9
48071,38145,597.14,58.8
48073,50902,1052.91,48.3
48075,7089,696.41,10.1
48077,10370,1088.72,9.9
48079,2935,775.15,4
48081,3254,911.47,3.6
48083,8430,1261.95,7
48085,885241,841.23,930
48087,3017,918.44,3.3
48089,20719,960.27,21.7
48091,123694,559.48,193.9
48093,13550,937.75,14.9
48095,4050,983.8,4.2
48097,38761,874.76,43.9
48099,75562,1052.07,71.7
48101,1415,900.56,1.7
48103,4950,785.07,5.6
48105,3812,2807.33,1.3
48107,5899,900.2,6.7
48109,2266,3812.8,0.6
48111,7135,1503.26,4.5
48113,2518638,871.28,2718
48115,13372,900.31,15.4
48117,19195,1496.87,12.9
48119,5238,256.83,20.4
48121,753363,878.43,754.3
48123,20684,908.98,22.1
48125,2218,901.72,2.7
48127,11089,1328.88,7.5
48129,3543,926.89,4
48131,11533,1793.48,6.6
48133,18176,926.49,20.1
48135,153904,897.69,152.8
48137,1879,2117.86,0.9
48139,159317,935.49,159.9
48141,833487,1012.69,790.6
48143,40147,1083.07,35
48145,16989,765.48,23.3
48147,33752,890.84,38.1
48149,24833,950.01,25.8
48151,3831,898.94,4.4
48153,5949,992.14,6.5
48155,1275,704.4,1.9
48157,685345,861.48,679.5
48159,10600,284.39,37.3
48161,19762,877.74,22.6
48163,18531,1133.5,15.2
48165,19425,1502.38,11.7
48167,314198,378.36,769.9
48169,6435,893.41,7.2
48171,25520,1058.21,23.5
48173,1291,900.22,1.4
48175,7549,852.01,8.5
48177,20462,1066.69,18.6
48179,23044,925.97,24.3
48181,123534,932.8,129.6
48183,123204,273.3,445.4
48185,27172,787.46,33.8
48187,147250,711.3,184.9
48189,34720,1004.68,36.1
48191,3147,883.49,3.8
48193,8199,835.91,10.2
48195,5509,919.81,6.1
48197,3928,695.11,6
48199,55621,890.57,61.3
48201,4441370,1703.48,2402.4
48203,67336,899.95,72.9
48205,6089,1462.03,4.1
48207,5769,903.13,6.5
48209,185025,677.98,231.7
48211,4180,906.29,4.2
48213,79290,873.75,89.9
48215,831073,1570.87,493.2
48217,34848,958.86,36.6
48219,23577,908.39,25.2
48221,53921,420.64,121.7
48223,35921,767.17,45.8
48225,22741,1230.91,19.3
48227,36651,900.79,38.9
48229,3211,4570.98,0.8
48231,88493,840.32,102.5
48233,21773,887.42,25
48235,1574,1051.56,1.5
48237,8855,910.66,9.9
48239,14739,829.44,17
48241,35552,938.85,38
48243,2204,2264.56,1
48245,252235,876.3,287.9
48247,5255,1136.14,4.7
48249,41353,864.97,47.2
48251,157456,724.69,208.3
48253,19936,928.55,21.8
48255,14906,747.56,19.8
48257,111236,780.7,132.4
48259,38880,662.45,50.4
48261,400,1458.33,0.3
48263,785,902.51,0.9
48265,50562,1103.32,45
48267,4438,1250.99,3.7
48269,262,910.87,0.3
48271,3526,1360.06,2.6
48273,32190,881.31,36.4
48275,3858,850.62,4.4
48277,49523,907.19,54.9
48279,13574,1016.18,13.8
48281,20156,712.84,27.6
48283,7474,1486.69,4.6
48285,19721,969.71,19.9
48287,16742,629.02,26.4
48289,16861,1073.15,15.7
48291,78117,1158.42,65.3
48293,23524,905.29,25.8
48295,3553,932.18,3.5
48297,12091,1039.7,11.1
48299,19510,934.03,20.7
48301,86,668.93,0.1
48303,293974,895.6,311.3
48305,5771,891.87,6.6
48307,8199,1065.6,7.8
48309,243441,1037.1,226.5
48311,805,1139.43,0.6
48313,13861,466.07,29.3
48315,10149,380.88,27.7
48317,5460,914.94,5.2
48319,4071,928.8,4.3
48321,36519,1100.28,33.4
48323,57023,1279.26,42.4
48325,47894,1325.36,34.7
48327,2147,902.03,2.5
48329,155830,900.3,152
48331,24256,1016.93,24.3
48333,4870,748.26,6.6
48335,9076,911.09,10.3
48337,19416,930.91,21.2
48339,518947,1041.74,437.5
48341,22148,899.69,24.3
48343,12743,251.99,51.3
48345,1153,989.56,1.2
48347,65301,946.54,68.2
48349,48195,1009.63,47.3
48351,14138,933.68,15.5
48353,15093,912,16.7
48355,356221,838.48,405.8
48357,10758,917.63,11.1
48359,2070,1500.53,1.4
48361,83433,333.67,245.3
48363,28096,951.79,29.5
48365,23769,801.75,29.7
48367,123164,903.48,129.4
48369,9908,880.78,11.7
48371,15893,4763.85,3.3
48373,46079,1057.09,43
48375,121627,908.37,133.3
48377,6976,3855.24,2
48379,11032,229.45,47.6
48381,128220,911.54,132.4
48383,3755,1175.3,2.9
48385,3371,699.2,4.7
48387,12446,1036.58,12.4
48389,14349,2635.38,5.2
48391,7302,770.44,9.6
48393,928,924.06,1
48395,16500,855.68,19.4
48397,87809,127.04,616.7
48399,10416,1050.95,10
48401,53923,924.03,57.7
48403,10350,491.39,22
48405,8610,530.66,16.7
48407,27099,569.24,46.3
48409,66915,693.45,93.5
48411,5622,1135.3,5.4
48413,3162,1310.63,2.6
48415,17328,905.44,18.7
48417,3343,914.29,3.7
48419,25515,795.58,32
48421,3084,923.04,3.3
48423,218842,921.45,227.6
48425,8694,186.46,45.5
48427,62955,1223.18,49.8
48429,9405,896.72,10.7
48431,1339,923.45,1.2
48433,1403,916.31,1.6
48435,3972,1453.93,2.8
48437,7581,890.16,8.8
48439,1945360,863.61,2094.7
48441,135143,915.55,143.6
48443,927,2358.03,0.4
48445,12739,888.84,14.2
48447,1608,912.55,1.8
48449,32506,406.05,79.6
48451,116608,1521.97,72.4
48453,1151145,990.2,1034.4
48455,14224,693.61,21
48457,21418,924.5,23.5
48459,40354,582.95,67.4
48461,3454,1241.32,2.7
48463,27117,1551.95,17
48465,48974,3144.75,15.5
48467,52910,842.56,62.4
48469,91081,882.14,98.4
48471,69789,784.17,86.5
48473,46820,513.43,84.1
48475,11625,835.6,12.8
48477,34438,603.95,55.8
48479,266673,3361.48,74.5
48481,41168,1086.15,38
48483,5714,914.52,5.9
48485,132355,627.78,209.5
48487,12973,970.84,13.9
48489,21903,590.55,37.5
48491,489250,1118.3,378
48493,46402,803.73,53.4
48495,7821,841.11,8.5
48497,61638,904.42,65.4
48499,42852,645.23,65
48501,8286,799.71,9.9
48503,18350,914.47,20.3
48505,14319,998.41,14
48507,12267,1297.41,9
49000,2942902,82169.62,33.6
49001,6461,2589.88,2.6
49003,51518,5745.55,8.7
49005,118343,1164.81,96.7
49007,20660,1478.49,14.5
49009,1117,696.98,1.5
49011,329692,298.78,1025.8
49013,20380,3240.95,5.7
49015,10631,4462.31,2.5
49017,5024,5175.12,1
49019,9429,3671.54,2.5
49021,47269,3296.68,14
49023,10486,3392.28,3
49025,7254,3990.23,1.8
49027,12606,6572.43,1.9
49029,10608,609.2,15.5
49031,1484,757.79,2.1
49033,2293,1028.78,2.2
49035,1091742,742.28,1387.1
49037,15251,7819.99,1.9
49039,28477,1590.15,17.5
49041,20773,1910.58,10.9
49043,39105,1871.71,19.4
49045,61598,6941.35,8.4
49047,36867,4479.69,7.3
49049,560974,2003.45,257.8
49051,27714,1175.5,20
49053,151948,2426.36,56.9
49055,2723,2460.68,1.1
49057,240475,576.08,401.4
50000,626562,9216.66,67.9
50001,37009,766.33,48
50003,36445,674.98,55
50005,30981,648.86,48.1
50007,160531,536.58,291.7
50009,6125,663.6,9.5
50011,48642,633.71,75.3
50013,6994,81.81,85.2
50015,25082,458.8,53.3
50017,28859,687.03,42.1
50019,27082,693.27,39.3
50021,60086,929.82,66.3
50023,58998,687.23,86.6
50025,43714,785.31,56.7
50027,56014,969.34,58.5
51000,8326289,39490.09,202.6
51001,33021,449.5,73.8
51003,104489,720.7,137.3
51005,15820,445.46,36.5
51007,12855,355.27,35.7
51009,32041,473.93,68.3
51011,15279,333.49,44.9
51013,226908,25.97,7993.6
51015,73862,967,76.3
51017,4563,529.16,8.9
51019,76583,753.02,91.2
51021,6625,357.73,19.1
51023,33100,541.2,61.2
51025,16498,566.17,30.8
51027,23106,502.76,47.9
51029,16913,579.66,29.6
51031,54885,503.87,108.8
51033,29778,527.51,54.1
51035,29621,474.69,63.3
51036,7023,182.82,39.7
51037,12225,475.27,26.5
51041,332499,423.3,747.1
51043,14423,176.18,79.7
51045,5234,329.53,15.7
51047,49166,379.23,123.1
51049,9827,297.46,33.8
51051,15308,330.53,48.1
51053,27859,503.72,55.6
51057,11103,257.12,43.4
51059,1137538,390.97,2766.8
51061,68248,647.45,100.7
51063,15578,380.42,40.2
51065,26092,286.01,89.8
51067,56358,690.43,81.3
51069,82377,413.5,189.4
51071,16815,355.78,48.6
51073,37141,217.81,169.2
51075,21936,281.42,77.2
51077,15093,442.18,35.1
51079,19031,156.25,117.8
51081,11681,295.23,41.5
51083,35200,817.84,44.3
51085,101918,468.54,213.1
51087,321924,233.7,1313.4
51089,52081,382.33,141.6
51091,2248,415.16,5.6
51093,36007,315.61,111.8
51095,72583,142.44,470.4
51097,7175,315.14,22
51099,25371,179.64,131.3
51101,16186,273.94,58.2
51103,11044,133.25,85.5
51105,24951,435.52,58.8
51107,363050,515.56,605.8
51109,34348,496.3,66.8
51111,12466,431.68,29.9
51113,13157,320.68,41.5
51115,8836,85.93,104.5
51117,31192,625.49,52.3
51119,10696,130.31,84.1
51121,97244,387.01,243.9
51125,14850,470.86,31.9
51127,20021,209.73,87.9
51131,12121,211.61,58.5
51133,12251,191.3,64.5
51135,15579,314.39,50.4
51137,35026,340.78,98.2
51139,23848,310.86,77.3
51141,18264,483.1,38.3
51143,62383,968.94,65.5
51145,28449,260.22,107.8
51147,23074,349.96,66.8
51149,37333,265.16,134.7
51153,446094,336.4,1195
51155,34322,319.86,109
51157,7361,266.23,27.7
51159,8902,191.49,48.3
51161,93785,250.52,368.7
51163,22327,597.56,37.3
51165,78171,849.09,89.9
51167,28023,473.82,61
51169,22384,535.53,43.3
51171,43021,508.78,82.5
51173,31555,450.93,71.4
51175,18059,599.15,31
51177,129188,401.5,304.9
51179,139992,268.96,479.5
51181,6790,278.95,25.3
51183,11767,490.22,24.7
51185,43452,518.85,86.9
51187,38987,213.47,176
51191,54729,560.98,97.8
51193,17477,229.38,76.1
51195,39935,403.19,102.8
51197,29121,461.82,63.3
51199,66342,104.78,624.8
51510,150575,15.03,9314.3
51515,0,6.88,904.6
51520,17184,13.01,1370.6
51530,6603,6.7,991.9
51540,45593,10.24,4246.4
51550,233371,340.8,652
51570,17731,7.52,2315.3
51580,5802,5.47,1090.2
51590,42444,42.93,1002.8
51595,5462,6.89,859.7
51600,24483,6.24,3616.8
51610,13601,2,6169.1
